,0,1,2
0,你,nǐ,"ты, you (singular)"
1,我,wǒ,"я, I, me"
2,好,hǎo,"хороший, good"
3,你好!,nǐ hǎo,Привет!
4,迪玛,Dímǎ,Дима
5,玛莎,Mǎshā,Маша
6,五,wǔ,5
7,八,bā,8
8,大,dà,"большой, big"
9,猫,māo,"кошка, кот"
