,0,1,2
0,零,líng,ноль
1,一,yī,один
2,二,èr,два
3,三,sān,три
4,四,sì,четыре
5,五,wǔ,пять
6,六,liù,шесть
7,七,qī,семь
8,八,bā,восемь
9,九,jiǔ,девять
10,十,shí,десять
